Continente y país de destino;Continente y país de destino;Continente y país de destino;Continente y país de destino;Concepto turístico;Periodo;Total
Total;Europa;Alemania;;Pernoctaciones;2019M08;1.059.716
Total;Europa;Alemania;;Pernoctaciones;2019M07;682.094
Total;Europa;Alemania;;Duración media de los viajes;2023M04;5,2
Total;Europa;Alemania;;Duración media de los viajes;2023M03;4,9
Total;Europa;Alemania;;Duración media de los viajes;2023M02;5
Total;Europa;Alemania;;Duración media de los viajes;2023M01;6
Total;Europa;Alemania;;Duración media de los viajes;2022M12;6
Total;Europa;Alemania;;Duración media de los viajes;2022M11;4,9
Total;Europa;Alemania;;Duración media de los viajes;2022M10;5,2
Total;Europa;Alemania;;Duración media de los viajes;2022M09;5,4
Total;Europa;Alemania;;Duración media de los viajes;2022M08;7,8
Total;Europa;Alemania;;Duración media de los viajes;2022M07;6,3
Total;Europa;Alemania;;Duración media de los viajes;2022M06;5,2
Total;Europa;Alemania;;Duración media de los viajes;2022M05;4,9
Total;Europa;Alemania;;Duración media de los viajes;2022M04;5,6
Total;Europa;Alemania;;Duración media de los viajes;2022M03;5,3
Total;Europa;Alemania;;Duración media de los viajes;2022M02;5,7
Total;Europa;Alemania;;Duración media de los viajes;2022M01;6,6
Total;Europa;Alemania;;Duración media de los viajes;2021M12;6,5
Total;Europa;Alemania;;Duración media de los viajes;2021M11;5,1
Total;Europa;Alemania;;Duración media de los viajes;2021M10;5,6
Total;Europa;Alemania;;Duración media de los viajes;2021M09;6,2
Total;Europa;Alemania;;Duración media de los viajes;2021M08;8,5
Total;Europa;Alemania;;Duración media de los viajes;2021M07;7,1
Total;Europa;Alemania;;Duración media de los viajes;2021M06;6,3
Total;Europa;Alemania;;Duración media de los viajes;2021M05;6,7
Total;Europa;Alemania;;Duración media de los viajes;2021M04;7,2
Total;Europa;Alemania;;Duración media de los viajes;2021M03;6,6
Total;Europa;Alemania;;Duración media de los viajes;2021M02;6,7
Total;Europa;Alemania;;Duración media de los viajes;2021M01;6,4
Total;Europa;Alemania;;Duración media de los viajes;2020M12;9
Total;Europa;Alemania;;Duración media de los viajes;2020M11;7,8
Total;Europa;Alemania;;Duración media de los viajes;2020M10;7,6
Total;Europa;Alemania;;Duración media de los viajes;2020M09;6,7
Total;Europa;Alemania;;Duración media de los viajes;2020M08;10,5
Total;Europa;Alemania;;Duración media de los viajes;2020M07;8,3
Total;Europa;Alemania;;Duración media de los viajes;2020M06;6,7
Total;Europa;Alemania;;Duración media de los viajes;2020M05;6,8
Total;Europa;Alemania;;Duración media de los viajes;2020M04;6,8
Total;Europa;Alemania;;Duración media de los viajes;2020M03;5,7
Total;Europa;Alemania;;Duración media de los viajes;2020M02;4,8
Total;Europa;Alemania;;Duración media de los viajes;2020M01;5,6
Total;Europa;Alemania;;Duración media de los viajes;2019M12;5,4
Total;Europa;Alemania;;Duración media de los viajes;2019M11;4,4
Total;Europa;Alemania;;Duración media de los viajes;2019M10;4,7
Total;Europa;Alemania;;Duración media de los viajes;2019M09;5
Total;Europa;Alemania;;Duración media de los viajes;2019M08;7,3
Total;Europa;Alemania;;Duración media de los viajes;2019M07;5,7
Total;Europa;Andorra;;Turistas;2023M04;64.929
Total;Europa;Andorra;;Turistas;2023M03;85.849
Total;Europa;Andorra;;Turistas;2023M02;99.584
Total;Europa;Andorra;;Turistas;2023M01;121.383
Total;Europa;Andorra;;Turistas;2022M12;112.860
Total;Europa;Andorra;;Turistas;2022M11;63.162
Total;Europa;Andorra;;Turistas;2022M10;65.139
Total;Europa;Andorra;;Turistas;2022M09;65.662
Total;Europa;Andorra;;Turistas;2022M08;99.710
Total;Europa;Andorra;;Turistas;2022M07;78.153
Total;Europa;Andorra;;Turistas;2022M06;54.489
Total;Europa;Andorra;;Turistas;2022M05;37.845
Total;Europa;Andorra;;Turistas;2022M04;61.694
Total;Europa;Andorra;;Turistas;2022M03;75.826
Total;Europa;Andorra;;Turistas;2022M02;79.274
Total;Europa;Andorra;;Turistas;2022M01;124.348
Total;Europa;Andorra;;Turistas;2021M12;111.685
Total;Europa;Andorra;;Turistas;2021M11;69.582
Total;Europa;Andorra;;Turistas;2021M10;75.457
Total;Europa;Andorra;;Turistas;2021M09;73.573
Total;Europa;Andorra;;Turistas;2021M08;123.826
Total;Europa;Andorra;;Turistas;2021M07;74.821
Total;Europa;Andorra;;Turistas;2021M06;58.697
Total;Europa;Andorra;;Turistas;2021M05;57.711
Total;Europa;Andorra;;Turistas;2021M04;41.839
Total;Europa;Andorra;;Turistas;2021M03;27.811
Total;Europa;Andorra;;Turistas;2021M02;17.970
Total;Europa;Andorra;;Turistas;2021M01;14.914
Total;Europa;Andorra;;Turistas;2020M12;12.126
Total;Europa;Andorra;;Turistas;2020M11;8.582
Total;Europa;Andorra;;Turistas;2020M10;51.626
Total;Europa;Andorra;;Turistas;2020M09;64.965
Total;Europa;Andorra;;Turistas;2020M08;95.993
Total;Europa;Andorra;;Turistas;2020M07;43.263
Total;Europa;Andorra;;Turistas;2020M06;9.751
Total;Europa;Andorra;;Turistas;2020M05;1.676
Total;Europa;Andorra;;Turistas;2020M04;1.051
Total;Europa;Andorra;;Turistas;2020M03;45.505
Total;Europa;Andorra;;Turistas;2020M02;103.425
Total;Europa;Andorra;;Turistas;2020M01;131.035
Total;Europa;Andorra;;Turistas;2019M12;135.272
Total;Europa;Andorra;;Turistas;2019M11;66.284
Total;Europa;Andorra;;Turistas;2019M10;54.241
Total;Europa;Andorra;;Turistas;2019M09;69.656
Total;Europa;Andorra;;Turistas;2019M08;95.780
Total;Europa;Andorra;;Turistas;2019M07;71.372
Total;Europa;Andorra;;Pernoctaciones;2023M04;155.477
Total;Europa;Andorra;;Pernoctaciones;2023M03;220.852
Total;Europa;Andorra;;Pernoctaciones;2023M02;271.879
Total;Europa;Andorra;;Pernoctaciones;2023M01;364.449
Total;Europa;Andorra;;Pernoctaciones;2022M12;292.873
Total;Europa;Andorra;;Pernoctaciones;2022M11;124.650
Total;Europa;Andorra;;Pernoctaciones;2022M10;131.406
Total;Europa;Andorra;;Pernoctaciones;2022M09;155.678
Total;Europa;Andorra;;Pernoctaciones;2022M08;294.091
Total;Europa;Andorra;;Pernoctaciones;2022M07;187.058
Total;Europa;Andorra;;Pernoctaciones;2022M06;116.506
Total;Europa;Andorra;;Pernoctaciones;2022M05;64.711
Total;Europa;Andorra;;Pernoctaciones;2022M04;168.215
Total;Europa;Andorra;;Pernoctaciones;2022M03;200.113
Total;Europa;Andorra;;Pernoctaciones;2022M02;211.020
Total;Europa;Andorra;;Pernoctaciones;2022M01;387.654
Total;Europa;Andorra;;Pernoctaciones;2021M12;301.095
Total;Europa;Andorra;;Pernoctaciones;2021M11;143.985
Total;Europa;Andorra;;Pernoctaciones;2021M10;164.705
Total;Europa;Andorra;;Pernoctaciones;2021M09;173.970
Total;Europa;Andorra;;Pernoctaciones;2021M08;389.419
Total;Europa;Andorra;;Pernoctaciones;2021M07;189.953
Total;Europa;Andorra;;Pernoctaciones;2021M06;126.722
Total;Europa;Andorra;;Pernoctaciones;2021M05;108.446
Total;Europa;Andorra;;Pernoctaciones;2021M04;90.358
Total;Europa;Andorra;;Pernoctaciones;2021M03;76.966
Total;Europa;Andorra;;Pernoctaciones;2021M02;43.701
Total;Europa;Andorra;;Pernoctaciones;2021M01;41.319
Total;Europa;Andorra;;Pernoctaciones;2020M12;41.910
Total;Europa;Andorra;;Pernoctaciones;2020M11;33.900
Total;Europa;Andorra;;Pernoctaciones;2020M10;150.891
Total;Europa;Andorra;;Pernoctaciones;2020M09;200.670
Total;Europa;Andorra;;Pernoctaciones;2020M08;404.152
Total;Europa;Andorra;;Pernoctaciones;2020M07;137.391
Total;Europa;Andorra;;Pernoctaciones;2020M06;26.030
Total;Europa;Andorra;;Pernoctaciones;2020M05;5.195
Total;Europa;Andorra;;Pernoctaciones;2020M04;5.308
Total;Europa;Andorra;;Pernoctaciones;2020M03;141.988
Total;Europa;Andorra;;Pernoctaciones;2020M02;335.442
Total;Europa;Andorra;;Pernoctaciones;2020M01;506.689
Total;Europa;Andorra;;Pernoctaciones;2019M12;443.520
Total;Europa;Andorra;;Pernoctaciones;2019M11;158.136
Total;Europa;Andorra;;Pernoctaciones;2019M10;135.363
Total;Europa;Andorra;;Pernoctaciones;2019M09;207.672
Total;Europa;Andorra;;Pernoctaciones;2019M08;394.706
Total;Europa;Andorra;;Pernoctaciones;2019M07;206.703
Total;Europa;Andorra;;Duración media de los viajes;2023M04;2,4
Total;Europa;Andorra;;Duración media de los viajes;2023M03;2,6
Total;Europa;Andorra;;Duración media de los viajes;2023M02;2,7
Total;Europa;Andorra;;Duración media de los viajes;2023M01;3
Total;Europa;Andorra;;Duración media de los viajes;2022M12;2,6
Total;Europa;Andorra;;Duración media de los viajes;2022M11;2
Total;Europa;Andorra;;Duración media de los viajes;2022M10;2
Total;Europa;Andorra;;Duración media de los viajes;2022M09;2,4
Total;Europa;Andorra;;Duración media de los viajes;2022M08;2,9
Total;Europa;Andorra;;Duración media de los viajes;2022M07;2,4
Total;Europa;Andorra;;Duración media de los viajes;2022M06;2,1
Total;Europa;Andorra;;Duración media de los viajes;2022M05;1,7
Total;Europa;Andorra;;Duración media de los viajes;2022M04;2,7
Total;Europa;Andorra;;Duración media de los viajes;2022M03;2,6
Total;Europa;Andorra;;Duración media de los viajes;2022M02;2,7
Total;Europa;Andorra;;Duración media de los viajes;2022M01;3,1
Total;Europa;Andorra;;Duración media de los viajes;2021M12;2,7
Total;Europa;Andorra;;Duración media de los viajes;2021M11;2,1
Total;Europa;Andorra;;Duración media de los viajes;2021M10;2,2
Total;Europa;Andorra;;Duración media de los viajes;2021M09;2,4
Total;Europa;Andorra;;Duración media de los viajes;2021M08;3,1
Total;Europa;Andorra;;Duración media de los viajes;2021M07;2,5
Total;Europa;Andorra;;Duración media de los viajes;2021M06;2,2
Total;Europa;Andorra;;Duración media de los viajes;2021M05;1,9
Total;Europa;Andorra;;Duración media de los viajes;2021M04;2,2
Total;Europa;Andorra;;Duración media de los viajes;2021M03;2,8
Total;Europa;Andorra;;Duración media de los viajes;2021M02;2,4
Total;Europa;Andorra;;Duración media de los viajes;2021M01;2,8
Total;Europa;Andorra;;Duración media de los viajes;2020M12;3,5
Total;Europa;Andorra;;Duración media de los viajes;2020M11;4
Total;Europa;Andorra;;Duración media de los viajes;2020M10;2,9
Total;Europa;Andorra;;Duración media de los viajes;2020M09;3,1
Total;Europa;Andorra;;Duración media de los viajes;2020M08;4,2
Total;Europa;Andorra;;Duración media de los viajes;2020M07;3,2
Total;Europa;Andorra;;Duración media de los viajes;2020M06;2,7
Total;Europa;Andorra;;Duración media de los viajes;2020M05;3,1
Total;Europa;Andorra;;Duración media de los viajes;2020M04;5,1
Total;Europa;Andorra;;Duración media de los viajes;2020M03;3,1
Total;Europa;Andorra;;Duración media de los viajes;2020M02;3,2
Total;Europa;Andorra;;Duración media de los viajes;2020M01;3,9
Total;Europa;Andorra;;Duración media de los viajes;2019M12;3,3
Total;Europa;Andorra;;Duración media de los viajes;2019M11;2,4
Total;Europa;Andorra;;Duración media de los viajes;2019M10;2,5
Total;Europa;Andorra;;Duración media de los viajes;2019M09;3
Total;Europa;Andorra;;Duración media de los viajes;2019M08;4,1
Total;Europa;Andorra;;Duración media de los viajes;2019M07;2,9
Total;Europa;Armenia;;Turistas;2023M04;147
Total;Europa;Armenia;;Turistas;2023M03;133
Total;Europa;Armenia;;Turistas;2023M02;93
Total;Europa;Armenia;;Turistas;2023M01;90
Total;Europa;Armenia;;Turistas;2022M12;100
Total;Europa;Armenia;;Turistas;2022M11;124
Total;Europa;Armenia;;Turistas;2022M10;149
Total;Europa;Armenia;;Turistas;2022M09;283
Total;Europa;Armenia;;Turistas;2022M08;240
Total;Europa;Armenia;;Turistas;2022M07;179
Total;Europa;Armenia;;Turistas;2022M06;179
Total;Europa;Armenia;;Turistas;2022M05;103
Total;Europa;Armenia;;Turistas;2022M04;87
Total;Europa;Armenia;;Turistas;2022M03;35
Total;Europa;Armenia;;Turistas;2022M02;38
Total;Europa;Armenia;;Turistas;2022M01;43
Total;Europa;Armenia;;Turistas;2021M12;35
Total;Europa;Armenia;;Turistas;2021M11;92
Total;Europa;Armenia;;Turistas;2021M10;107
Total;Europa;Armenia;;Turistas;2021M09;140
Total;Europa;Armenia;;Turistas;2021M08;226
Total;Europa;Armenia;;Turistas;2021M07;70
Total;Europa;Armenia;;Turistas;2021M06;70
Total;Europa;Armenia;;Turistas;2021M05;.
Total;Europa;Armenia;;Turistas;2021M04;.
Total;Europa;Armenia;;Turistas;2021M03;.
Total;Europa;Armenia;;Turistas;2021M02;.
Total;Europa;Armenia;;Turistas;2021M01;.
Total;Europa;Armenia;;Turistas;2020M12;.
Total;Europa;Armenia;;Turistas;2020M11;.
Total;Europa;Armenia;;Turistas;2020M10;.
Total;Europa;Armenia;;Turistas;2020M09;.
Total;Europa;Armenia;;Turistas;2020M08;.
Total;Europa;Armenia;;Turistas;2020M07;.
Total;Europa;Armenia;;Turistas;2020M06;.
Total;Europa;Armenia;;Turistas;2020M05;.
Total;Europa;Armenia;;Turistas;2020M04;.
Total;Europa;Armenia;;Turistas;2020M03;54
Total;Europa;Armenia;;Turistas;2020M02;44
Total;Europa;Armenia;;Turistas;2020M01;56
Total;Europa;Armenia;;Turistas;2019M12;70
Total;Europa;Armenia;;Turistas;2019M11;111
Total;Europa;Armenia;;Turistas;2019M10;257
Total;Europa;Armenia;;Turistas;2019M09;517
Total;Europa;Armenia;;Turistas;2019M08;493
Total;Europa;Armenia;;Turistas;2019M07;387
Total;Europa;Armenia;;Pernoctaciones;2023M04;888
Total;Europa;Armenia;;Pernoctaciones;2023M03;908
Total;Europa;Armenia;;Pernoctaciones;2023M02;472
Total;Europa;Armenia;;Pernoctaciones;2023M01;639
Total;Europa;Armenia;;Pernoctaciones;2022M12;693
Total;Europa;Armenia;;Pernoctaciones;2022M11;603
Total;Europa;Armenia;;Pernoctaciones;2022M10;751
Total;Europa;Armenia;;Pernoctaciones;2022M09;2.599
Total;Europa;Armenia;;Pernoctaciones;2022M08;1.962
Total;Europa;Armenia;;Pernoctaciones;2022M07;1.126
Total;Europa;Armenia;;Pernoctaciones;2022M06;1.019
Total;Europa;Armenia;;Pernoctaciones;2022M05;522
Total;Europa;Armenia;;Pernoctaciones;2022M04;479
Total;Europa;Armenia;;Pernoctaciones;2022M03;296
Total;Europa;Armenia;;Pernoctaciones;2022M02;213
Total;Europa;Armenia;;Pernoctaciones;2022M01;186
Total;Europa;Armenia;;Pernoctaciones;2021M12;144
Total;Europa;Armenia;;Pernoctaciones;2021M11;479
Total;Europa;Armenia;;Pernoctaciones;2021M10;597
Total;Europa;Armenia;;Pernoctaciones;2021M09;1.143
Total;Europa;Armenia;;Pernoctaciones;2021M08;1.644
Total;Europa;Armenia;;Pernoctaciones;2021M07;644
Total;Europa;Armenia;;Pernoctaciones;2021M06;352
Total;Europa;Armenia;;Pernoctaciones;2021M05;.
Total;Europa;Armenia;;Pernoctaciones;2021M04;.
Total;Europa;Armenia;;Pernoctaciones;2021M03;.
Total;Europa;Armenia;;Pernoctaciones;2021M02;.
Total;Europa;Armenia;;Pernoctaciones;2021M01;.
Total;Europa;Armenia;;Pernoctaciones;2020M12;.
Total;Europa;Armenia;;Pernoctaciones;2020M11;.
Total;Europa;Armenia;;Pernoctaciones;2020M10;.
Total;Europa;Armenia;;Pernoctaciones;2020M09;.
Total;Europa;Armenia;;Pernoctaciones;2020M08;.
Total;Europa;Armenia;;Pernoctaciones;2020M07;.
Total;Europa;Armenia;;Pernoctaciones;2020M06;.
Total;Europa;Armenia;;Pernoctaciones;2020M05;.
Total;Europa;Armenia;;Pernoctaciones;2020M04;.
Total;Europa;Armenia;;Pernoctaciones;2020M03;345
Total;Europa;Armenia;;Pernoctaciones;2020M02;438
Total;Europa;Armenia;;Pernoctaciones;2020M01;567
Total;Europa;Armenia;;Pernoctaciones;2019M12;294
Total;Europa;Armenia;;Pernoctaciones;2019M11;648
Total;Europa;Armenia;;Pernoctaciones;2019M10;2.258
Total;Europa;Armenia;;Pernoctaciones;2019M09;4.694
Total;Europa;Armenia;;Pernoctaciones;2019M08;5.168
Total;Europa;Armenia;;Pernoctaciones;2019M07;3.216
Total;Europa;Armenia;;Duración media de los viajes;2023M04;6
Total;Europa;Armenia;;Duración media de los viajes;2023M03;6,8
Total;Europa;Armenia;;Duración media de los viajes;2023M02;5,1
Total;Europa;Armenia;;Duración media de los viajes;2023M01;7,1
Total;Europa;Armenia;;Duración media de los viajes;2022M12;6,9
Total;Europa;Armenia;;Duración media de los viajes;2022M11;4,9
Total;Europa;Armenia;;Duración media de los viajes;2022M10;5
Total;Europa;Armenia;;Duración media de los viajes;2022M09;9,2
Total;Europa;Armenia;;Duración media de los viajes;2022M08;8,2
Total;Europa;Armenia;;Duración media de los viajes;2022M07;6,3
Total;Europa;Armenia;;Duración media de los viajes;2022M06;5,7
Total;Europa;Armenia;;Duración media de los viajes;2022M05;5,1
Total;Europa;Armenia;;Duración media de los viajes;2022M04;5,5
Total;Europa;Armenia;;Duración media de los viajes;2022M03;8,5
Total;Europa;Armenia;;Duración media de los viajes;2022M02;5,6
Total;Europa;Armenia;;Duración media de los viajes;2022M01;4,3
Total;Europa;Armenia;;Duración media de los viajes;2021M12;4,1
Total;Europa;Armenia;;Duración media de los viajes;2021M11;5,2
Total;Europa;Armenia;;Duración media de los viajes;2021M10;5,6
Total;Europa;Armenia;;Duración media de los viajes;2021M09;8,2
Total;Europa;Armenia;;Duración media de los viajes;2021M08;7,3
Total;Europa;Armenia;;Duración media de los viajes;2021M07;9,2
Total;Europa;Armenia;;Duración media de los viajes;2021M06;5
Total;Europa;Armenia;;Duración media de los viajes;2021M05;.
Total;Europa;Armenia;;Duración media de los viajes;2021M04;.
Total;Europa;Armenia;;Duración media de los viajes;2021M03;.
Total;Europa;Armenia;;Duración media de los viajes;2021M02;.
Total;Europa;Armenia;;Duración media de los viajes;2021M01;.
Total;Europa;Armenia;;Duración media de los viajes;2020M12;.
Total;Europa;Armenia;;Duración media de los viajes;2020M11;.
Total;Europa;Armenia;;Duración media de los viajes;2020M10;.
Total;Europa;Armenia;;Duración media de los viajes;2020M09;.
Total;Europa;Armenia;;Duración media de los viajes;2020M08;.
Total;Europa;Armenia;;Duración media de los viajes;2020M07;.
Total;Europa;Armenia;;Duración media de los viajes;2020M06;.
Total;Europa;Armenia;;Duración media de los viajes;2020M05;.
Total;Europa;Armenia;;Duración media de los viajes;2020M04;.
Total;Europa;Armenia;;Duración media de los viajes;2020M03;6,4
Total;Europa;Armenia;;Duración media de los viajes;2020M02;10
Total;Europa;Armenia;;Duración media de los viajes;2020M01;10,1
Total;Europa;Armenia;;Duración media de los viajes;2019M12;4,2
Total;Europa;Armenia;;Duración media de los viajes;2019M11;5,8
Total;Europa;Armenia;;Duración media de los viajes;2019M10;8,8
Total;Europa;Armenia;;Duración media de los viajes;2019M09;9,1
Total;Europa;Armenia;;Duración media de los viajes;2019M08;10,5
Total;Europa;Armenia;;Duración media de los viajes;2019M07;8,3
Total;Europa;Austria;;Turistas;2023M04;18.242
Total;Europa;Austria;;Turistas;2023M03;17.483
Total;Europa;Austria;;Turistas;2023M02;16.021
Total;Europa;Austria;;Turistas;2023M01;21.715
Total;Europa;Austria;;Turistas;2022M12;28.134
Total;Europa;Austria;;Turistas;2022M11;17.741
Total;Europa;Austria;;Turistas;2022M10;17.805
Total;Europa;Austria;;Turistas;2022M09;17.723
Total;Europa;Austria;;Turistas;2022M08;24.100
Total;Europa;Austria;;Turistas;2022M07;18.143
Total;Europa;Austria;;Turistas;2022M06;15.822
Total;Europa;Austria;;Turistas;2022M05;13.462
Total;Europa;Austria;;Turistas;2022M04;15.668
Total;Europa;Austria;;Turistas;2022M03;12.553
Total;Europa;Austria;;Turistas;2022M02;8.465
Total;Europa;Austria;;Turistas;2022M01;9.181
Total;Europa;Austria;;Turistas;2021M12;6.344
Total;Europa;Austria;;Turistas;2021M11;11.563
Total;Europa;Austria;;Turistas;2021M10;15.853
Total;Europa;Austria;;Turistas;2021M09;12.072
Total;Europa;Austria;;Turistas;2021M08;13.795
Total;Europa;Austria;;Turistas;2021M07;7.088
Total;Europa;Austria;;Turistas;2021M06;3.533
Total;Europa;Austria;;Turistas;2021M05;1.752
Total;Europa;Austria;;Turistas;2021M04;1.260
Total;Europa;Austria;;Turistas;2021M03;987
Total;Europa;Austria;;Turistas;2021M02;641
Total;Europa;Austria;;Turistas;2021M01;881
Total;Europa;Austria;;Turistas;2020M12;1.310
Total;Europa;Austria;;Turistas;2020M11;1.086
Total;Europa;Austria;;Turistas;2020M10;2.124
Total;Europa;Austria;;Turistas;2020M09;2.525
Total;Europa;Austria;;Turistas;2020M08;5.864
Total;Europa;Austria;;Turistas;2020M07;4.835
Total;Europa;Austria;;Turistas;2020M06;441
Total;Europa;Austria;;Turistas;2020M05;280
Total;Europa;Austria;;Turistas;2020M04;246
Total;Europa;Austria;;Turistas;2020M03;8.863
Total;Europa;Austria;;Turistas;2020M02;21.051
Total;Europa;Austria;;Turistas;2020M01;27.261
Total;Europa;Austria;;Turistas;2019M12;32.094
Total;Europa;Austria;;Turistas;2019M11;20.302
